moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Developing a Model for Technology-Based Museum School Partnerships","Sanger, Erika; Silverman, Stan; Kraybill, Anne","","","","JOURNAL OF MUSEUM EDUCATION","JUL 2015","2015","40","2","","","","147","158","","10.1179/1059865015Z.00000000091","","","9","1.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","3"
"A case for adapting and applying continuance theory to education: understanding the role of student feedback in motivating teachers to persist with including digital technologies in learning","Wright, Noeline","","","","TEACHERS AND TEACHING","MAY 19 2015","2015","21","4","","","","459","471","","10.1080/13540602.2014.969105","","","9","1.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","1","2","2"
"COMPARATIVE PERFORMANCE ANALYSIS OF CLUSTERING TECHNIQUES IN EDUCATIONAL DATA MINING","DeFreitas, Kyle; Bernard, Margaret","","","","IADIS-INTERNATIONAL JOURNAL ON COMPUTER SCIENCE AND INFORMATION SYSTEMS","2015","2015","10","2","","","","65","78","","","","","9","1.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","2","2"
"Enhancing Online Discussion Forums with Topic-Driven Content Search and Assisted Posting","Distante, Damiano; Fernandez, Alejandro; Cerulo, Luigi; Visaggio, Aaron","","","Fred, A; Dietz, JLG; Aveiro, D; Liu, K; Filipe, J","KNOWLEDGE DISCOVERY, KNOWLEDGE ENGINEERING AND KNOWLEDGE MANAGEMENT, IC3K 2014","2015","2015","553","","","","","161","180","","10.1007/978-3-319-25840-9_11","6th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management (IC3K)","OCT 21-24, 2014","9","1.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","2","0","0"
"University Student Perceptions of Technology Use in Mathematics Learning","Zogheib, Bashar; Rabaai, Ahmad; Zogheib, Salah; Elsaheli, Ali","","","","JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-RESEARCH","2015","2015","14","","","","","417","438","","","","","9","1.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","2","2"
"3D visualization in teaching anatomy","Brazina, David; Fojtik, Rostislav; Rombova, Zuzana","","","Uzunboylu, H","3RD CYPRUS INTERNATIONAL CONFERENCE ON EDUCATIONAL RESEARCH (CY-ICER 2014)","2014","2014","143","","","","","367","371","","10.1016/j.sbspro.2014.07.496","3rd Cyprus International Conference on Educational Research (CY-ICER)","JAN 30-FEB 01, 2014","9","1.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4","1","0"
"An approach to develop intelligent learning environments by means of immersive virtual worlds","Griol, David; Manuel Molina, Jose; Callejas, Zoraida","","","","JOURNAL OF AMBIENT INTELLIGENCE AND SMART ENVIRONMENTS","2014","2014","6","2","","","","237","255","","10.3233/AIS-140255","","","9","1.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","3","1","0","1","0"
"Combining Self-regulation and Competence-based Guidance to Personalise the Learning Experience in Moodle","Kopeinik, Simone; Nussbaumer, Alexander; Winter, Lisa-Christina; Albert, Dietrich; Dimache, Aurora; Roche, Thomas","","","","2014 14TH IEEE INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES (ICALT)","2014","2014","","","","","","62","+","","10.1109/ICALT.2014.28","14th IEEE International Conference on Advanced Learning Technologies (ICALT) - Advanced Technologies for Supporting Open Access to Formal and Informal Learning","JUL 07-10, 2014","9","1.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","2","0","2"
"E-learning in the evaluation of students and teachers: LMS or social networks?","Mozhaeva, Galina; Feshchenko, Artem; Kulikov, Ivan","","","Besoluk, S","ERPA INTERNATIONAL CONGRESS ON EDUCATION (ERPA CONGRESS 2014)","2014","2014","152","","","","","127","130","","10.1016/j.sbspro.2014.09.168","ERPA International Congress on Education (ERPA)","JUN 06-08, 2014","9","1.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","1","1","0","0","1"
"Extending Moodle functionalities with ontology-based competency management","Rezgui, Kalthoum; Mhiri, Hedia; Ghedira, Khaled","","","Jedrzejowicz, P; Czarnowski, I; Howlett, RJ; Jain, LC","KNOWLEDGE-BASED AND INTELLIGENT INFORMATION & ENGINEERING SYSTEMS 18TH ANNUAL CONFERENCE, KES-2014","2014","2014","35","","","","","570","579","","10.1016/j.procs.2014.08.138","18th Annual International Conference on Knowledge-Based and Intelligent Information and Engineering Systems (KES)","SEP 15-17, 2014","9","1.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","2","1","1","0"
"Choosing the right LMS: A performance evaluation of three open-source LMS","Caminero, A. C.; Hernandez, R.; Ros, S.; Robles-Gomez, A.; Tobarra, Ll.","","","","2013 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON)","2013","2013","","","","","","287","294","","","IEEE Global Engineering Education Conference (EDUCON)","MAR 13-15, 2013","9","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","3","0","1","1","0"
"Making Learning Designs Happen in Distributed Learning Environments with GLUE!-PS","Pablo Prieto, Luis; Alberto Munoz-Cristobal, Juan; Ignacio Asensio-Perez, Juan; Dimitriadis, Yannis","","","Ravenscroft, A; Lindstaedt, S; Kloos, CD; HernandezLeo, D","21ST CENTURY LEARNING FOR 21ST CENTURY SKILLS","2012","2012","7563","","","","","489","494","","","7th European Conference on Technology Enhanced Learning (EC-TEL)","SEP 18-21, 2012","9","0.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","2","0","1","0","0"
"Introducing EFL faculty to online instructional conversations","Meskill, Carla; Sadykova, Gulnara","","","","RECALL","SEP 2011","2011","23","","3","","SI","200","217","","10.1017/S0958344011000140","","","9","0.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","3","1","2","0"
"An evaluation of semi-automated, collaborative marking and feedback systems: Academic staff perspectives","Burrows, Steven; Shortis, Mark","","","","AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY","2011","2011","27","7","","","","1135","1154","","","","","9","0.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","2","0","0","2","0","0"
"Information security in E-learning Platforms","Costinela-Luminita, Defta (Ciobanu)","","","Akcamete, G; Uzunboylu, H; Oulmu, S; Karahoca, A; Babadoan, C; Ozdamli, F; Kanbul, S","3RD WORLD CONFERENCE ON EDUCATIONAL SCIENCES - 2011","2011","2011","15","","","","","2689","2693","","10.1016/j.sbspro.2011.04.171","3rd World Conference on Educational Sciences (WCES)","FEB 03-07, 2011","9","0.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","1","1","0","1","1","0","0"
"SERIOUS GAMES IN A FINANCE COURSE PROMOTING THE KNOWLEDGE GROUP AWARENESS","Romero, Margarida; Usart, Mireia; Almirall, Esteve","","","Chova, LG; Belenguer, DM; Martinez, AL","EDULEARN11: 3RD INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2011","2011","","","","","","3490","3492","","","3rd International Conference on Education and New Learning Technologies (EDULEARN)","JUL 04-06, 2011","9","0.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","2","1","0","0","0"
"User Context and Personalized Learning: a Federation of Contextualized Attention Metadata","Butoianu, Valentin; Vidal, Philippe; Verbert, Katrien; Duval, Erik; Broisin, Julien","","","","JOURNAL OF UNIVERSAL COMPUTER SCIENCE","2010","2010","16","16","","","","2252","2271","","","","","9","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","2","0","1","0","1","0","0"
"Effective e-Learning for Health Professional and Medical Students: The Experience with SIAS-Intelligent Tutoring System","Munoz, Diana C.; Ortiz, Alexandra; Gonzalez, Carolina; Lopez, Diego M.; Blobel, Bernd","","","Bos, L; Blobel, B; Benton, S; Carroll, D","MEDICAL AND CARE COMPUNETICS 6","2010","2010","156","","","","","89","102","","10.3233/978-1-60750-565-5-89","7th Annual Conference of the International-Council-on-Medical-and-Care-Compunetics (ICMCC)","JUN 08-11, 2010","9","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","1","1","2"
"Investigation of E-Learning System Acceptance using UTAUT","Sumak, Bostjan; Hericko, Marjan; Polancic, Gregor; Pusnik, Maja","","","","INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION","2010","2010","26","6","","","","1327","1342","","","","","9","0.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","2","0","1","2","0"
"Capturing teachers' experience of learning design through case studies","Masterman, Elizabeth; Jameson, Jill; Walker, Simon","","","","DISTANCE EDUCATION","2009","2009","30","2","","","","223","238","","10.1080/01587910903023207","","","9","0.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","1","1","0","1","0","0","0","0"
"Some problems of computer-aided testing and "interview-like tests"","Smoline, Denis V.","","","","COMPUTERS & EDUCATION","SEP 2008","2008","51","2","","","","743","756","","10.1016/j.compedu.2007.07.008","","","9","0.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","4","0","0","0","0","0","0","0"
"Research analysis of Moodle Reports to gauge the level of interactivity in eLearning courses at Assumption University, Thailand","Nagi, Kuldeep; Suesawaluk, Poonphon","","","","2008 INTERNATIONAL CONFERENCE ON COMPUTER AND COMMUNICATION ENGINEERING, VOLS 1-3","2008","2008","","","","","","772","776","","10.1109/ICCCE.2008.4580710","International Conference on Computer and Communication Engineering","MAY 13-15, 2008","9","0.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","0","1","0","1","1","0","0","0","0"
"Process mining for self-regulated learning assessment in e-learning","Cerezo, Rebeca; Bogarin, Alejandro; Esteban, Maria; Romero, Cristobal","","","","JOURNAL OF COMPUTING IN HIGHER EDUCATION","APR 2020","2020","32","1","","","SI","","","","10.1007/s12528-019-09225-y","","","8","4.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5"
"Educational Technology and Its Contributions in Students' Focus and Attention Regarding Augmented Reality Environments and the Use of Sensors","Bos, Andreia S.; Herpich, Fabricio; Kuhn, Igor; Guarese, Renan L. M.; Tarouco, Liane M. R.; Zaro, Milton A.; Pizzato, Michelle; Wives, Leandro","","","","JOURNAL OF EDUCATIONAL COMPUTING RESEARCH","DEC 2019","2019","57","7","","","SI","1832","1848","","10.1177/0735633119854033","","","8","2.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3"
"Motivation factors and barriers to the continuous use of blended learning approach using Moodle: students' perceptions and individual differences","Sabah, Nasser M.","","","","BEHAVIOUR & INFORMATION TECHNOLOGY","AUG 2 2020","2020","39","8","","","","875","898","","10.1080/0144929X.2019.1623323","","","8","2.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","3"
"Does the Use of Learning Management Systems With Hypermedia Mean Improved Student Learning Outcomes?","Consuelo Saiz-Manzanares, Maria; Marticorena-Sanchez, Raul; Francisco Diez-Pastor, Jose; Ignacio Garcia-Osorio, Cesar","","","","FRONTIERS IN PSYCHOLOGY","FEB 12 2019","2019","10","","","","","","","88","10.3389/fpsyg.2019.00088","","","8","2.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","2"
"Learner-generated materials in a flipped pronunciation class: A sequential explanatory mixed-methods study","Bakla, Arif","","","","COMPUTERS & EDUCATION","OCT 2018","2018","125","","","","","14","38","","10.1016/j.compedu.2018.05.017","","","8","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","3"
"MEdit4CEP-Gam: A model-driven approach for user-friendly gamification design, monitoring and code generation in CEP-based systems","Calderon, Alejandro; Boubeta-Puig, Juan; Ruiz, Mercedes","","","","INFORMATION AND SOFTWARE TECHNOLOGY","MAR 2018","2018","95","","","","","238","264","","10.1016/j.infsof.2017.11.009","","","8","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","3"
"Effectiveness of E-learning Experience through Online Quizzes: A Case Study of Myanmar Students","The, Mon Mon; Usagawa, Tsuyoshi","","","","INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING","2018","2018","13","12","","","","157","176","","10.3991/ijet.v13i12.9114","","","8","2.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","1"
"Developing Materials for English for Specific Purposes Online Course within the Blended Learning Concept","Bielousova, Rimma","","","","TEM JOURNAL-TECHNOLOGY EDUCATION MANAGEMENT INFORMATICS","AUG 2017","2017","6","3","","","","637","642","","10.18421/TEM63-28","","","8","1.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2"
"Teaching-learning evaluation on the ICNP (R) using virtual learning environment","Valcanti Avelino, Carolina Costa; Scalon da Costa, Livia Cristina; Marques Buchhorn, Soraia Matilde; Nogueira, Denismar Alves; Takamatsu Goyata, Sueli Leiko","","","","REVISTA BRASILEIRA DE ENFERMAGEM","MAY-JUN 2017","2017","70","3","","","","602","609","","10.1590/0034-7167-2016-0545","","","8","1.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2"
"A Comparative Study between Clustering Methods in Educational Data Mining","Ramos, J. L. C.; Silva, R. E. D.; Rodrigues, R. L.; Silva, J. C. S.; Gomes, A. S.","","","","IEEE LATIN AMERICA TRANSACTIONS","AUG 2016","2016","14","8","","","","3755","3761","","","","","8","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","1"
"Techno-Instructional Application in a MOOC Designed with Gamification Techniques","Alexander Saraguro-Bravo, Rodrigo; Ines Jara-Roa, Dunia; Agila-Palacios, Martha","","","Teran, L; Meier, A","2016 THIRD INTERNATIONAL CONFERENCE ON EDEMOCRACY & EGOVERNMENT (ICEDEG)","2016","2016","","","","","","176","179","","","3rd International Conference on eDemocracy and eGovernment (ICEDEG)","MAR 29-APR 01, 2016","8","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","0","0"
"RENEWABLE ENERGY LAB AT THE FACULTY OF ELECTRICAL ENGINEERING","Friman, Hen; Matsliah, Netser; Beck, Yuval","","","Chova, LG; Martinez, AL; Torres, IC","INTED2016: 10TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2016","2016","","","","","","2311","2318","","","10th International Technology, Education and Development Conference (INTED)","MAR 07-09, 2016","8","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","1","2","0"
"Artificial Intelligence Technologies for Personnel Learning Management Systems","Nenkov, Nayden; Dyachenko, Yuriy; Dimitrov, George; Koeva, Katerina","","","Yager, R; Sgurev, V; Hadjiski, M; Jotsov, V","2016 IEEE 8TH INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS (IS)","2016","2016","","","","","","189","194","","","8th IEEE International Conference on Intelligent Systems (IS)","SEP 04-06, 2016","8","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","2","0"
"Enhancing formal e-learning with edutainment on social networks","Labus, A.; Despotovic-Zrakic, M.; Radenkovic, B.; Bogdanovic, Z.; Radenkovic, M.","","","","JOURNAL OF COMPUTER ASSISTED LEARNING","DEC 2015","2015","31","6","","","","592","605","","10.1111/jcal.12108","","","8","1.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","4","0","1"
"Introducing E-learning in Epidemiology Course for Undergraduate Medical Students at the Faculty of Medicine, University of Belgrade: A Pilot Study","Gazibara, Tatjana; Marusic, Vuk; Maric, Gorica; Zaric, Milica; Vujcic, Isidora; Kisic-Tepavcevic, Darija; Maksimovic, Jadranka; Maksimovic, Natasa; Denic, Ljiljana Markovic; Grujicic, Sandra Sipetic; Pekmezovic, Tatjana; Grgurevic, Anita","","","","JOURNAL OF MEDICAL SYSTEMS","OCT 2015","2015","39","10","","","","","","121","10.1007/s10916-015-0302-7","","","8","1.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","1","1","1"
"A Domain Specific Language for Online Learning Competence Assessments","Balderas, Antonio; Manuel Dodero, Juan; Palomo-Duarte, Manuel; Ruiz-Rube, Ivan","","","","INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION","2015","2015","31","3","","","SI","851","862","","","","","8","1.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","2","0"
"Social Learning Environments","Carlos Torres-Diaz, Juan; Gomez, Hector; Arias, Susana; Infante Moro, Alfonso; de Castro Lozano, Carlos; Torres, Silvia","","","","PROCEEDINGS OF 2015 INTERNATIONAL CONFERENCE ON INTERACTIVE COLLABORATIVE LEARNING (ICL)","2015","2015","","","","","","128","131","","","Proceedings of 2015 International Conference on Interactive Collaborative Learning","SEP 20-24, 2015","8","1.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","3","1"
"Characterization and Prediction of Issue-related Risks in Software Projects","Choetkiertikul, Morakot; Dam, Hoa Khanh; Truyen Tran; Ghose, Aditya","","","","12TH WORKING CONFERENCE ON MINING SOFTWARE REPOSITORIES (MSR 2015)","2015","2015","","","","","","280","291","","10.1109/MSR.2015.33","12th Working Conference on Mining Software Repositories (MSR)","MAY 16-17, 2015","8","1.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","2","0","0"
"A Multi-objective PSO with Pareto Archive for Personalized E-course Composition in Moodle earning System","Gao, Ying; Peng, Lingxi; Li, Fufang; Liu, Miao; Li, Waixi","","","","2015 8TH INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE AND DESIGN (ISCID), VOL 2","2015","2015","","","","","","21","24","","10.1109/ISCID.2015.27","8th International Symposium on Computational Intelligence and Design (ISCID)","DEC 12-13, 2015","8","1.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","5","0"
