moodle  (All Fields)
Time span:1945-2021. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Abstraction of Learning Management Systems Instructional Design Semantics: A Meta-modeling Approach Applied to the Moodle Case-Study","Loiseau, Esteban; Laforcade, Pierre; Iksal, Sebastien","","","Rensing, C; DeFreitas, S; Ley, T; MunozMerino, PJ","OPEN LEARNING AND TEACHING IN EDUCATIONAL COMMUNITIES","2014","2014","8719","","","","","249","262","","","9th European Conference on Technology Enhanced Learning (EC-TEL)","SEP 16-20, 2014","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"LEARNING MANAGEMENT SYSTEMS IN HIGHER EDUCATION","Lopes, Ana Paula","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN14: 6TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2014","2014","","","","","","5360","5365","","","6th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 07-09, 2014","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"SIGMA AIE OFFERS TO FACULTAT PERE TARRES THE MOODLE LEARNING PLATFORM, INTEGRATED WITH ACADEMIC MANAGEMENT SYSTEM FOR TEACHERS IN SOFTWARE AS A SERVICE (SAAS)","Molins, Joel; Busquiel, Joan","","","Chova, LG; Martinez, AL; Torres, IC","INTED2014: 8TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2014","2014","","","","","","5760","5765","","","8th International Technology, Education and Development Conference (INTED)","MAR 10-12, 2014","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"QUALITY ASSURANCE ELEARNING RESOURCES FOR STUDENTS","Neacsu, Mihaela Gabriela; Adascalitei, Adrian","","","Roceanu, I","LET'S BUILD THE FUTURE THROUGH LEARNING INNOVATION!, VOL III","2014","2014","","","","","","526","530","","","10th International Scientific Conference on eLearning and Software for Education","APR 24-25, 2014","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"FACTORS INFLUENCING STRATEGIC USE OF WEB BASED PLATFORM AND ITS IMPACT ON EDUCATION AT UNIVERSITY","Vasiljeva, Tatjana","","","","SOCIETY, INTEGRATION, EDUCATION, VOL II, 2014","2014","2014","","","","","","356","366","","","International Scientific Conference on Society, Integration, Education","MAY 23-24, 2014","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"Universal Testing Environment as an External Tool of Moodle","Vobornik, Petr","","","Turcani, M; Drlik, M; Kapusta, J; Svec, P","DIVAI 2014: 10TH INTERNATIONAL SCIENTIFIC CONFERENCE ON DISTANCE LEARNING IN APPLIED INFORMATICS","2014","2014","","","","","","215","225","","","10th International Scientific Conference on Distance Learning in Applied Informatics (DIVAI)","MAY 05-07, 2014","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"Online Behaviour of Students in a New Blended Learning Course: An Experience Report","Zafar, Saad; Safdar, Saima; Malik, Bushra","","","","2014 INTERNATIONAL CONFERENCE ON TEACHING, ASSESSMENT AND LEARNING (TALE)","2014","2014","","","","","","387","394","","","International Conference on Teaching, Assessment and Learning (TALE)","DEC 08-10, 2014","2","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"crimsonHex: a learning objects repository for programming exercises","Queiros, Ricardo; Leal, Jose Paulo","","","","SOFTWARE-PRACTICE & EXPERIENCE","AUG 2013","2013","43","8","","","SI","911","935","","10.1002/spe.2132","","","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"Studying Stress on e-Learning Users","Carneiro, Davide; Gonalves, Sergio; Novais, Paulo; Neves, Jose","","","Correia, L; Reis, LP; Cascalho, J","PROGRESS IN ARTIFICIAL INTELLIGENCE, EPIA 2013","2013","2013","8154","","","","","1","12","","","16th Portuguese Conference on Artificial Intelligence (EPIA)","SEP 09-12, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"A system for mobile learning: a need in a moving world","Castillo, Aris; Clifton Clunie, T.; de Clunie, Gisela; Rodriguez, Kexy","","","Uzunboylu, H; Ozdamli, F","2ND WORLD CONFERENCE ON EDUCATIONAL TECHNOLOGY RESEARCH","2013","2013","83","","","","","819","824","","10.1016/j.sbspro.2013.06.154","2nd World Conference on Educational Technology Researches (WCETR)","JUN 27-29, 2012","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"INTEGRATING SERIOUS GAMES INTO E-LEARNING PLATFORMS: PRESENT AND FUTURE","del Blanco, Angel; Serrano, Angel; Martinez, Ivan; Fernandez-Manjon, Baltasar; Stanescu, Ioana Andreea","","","Roceanu, I; Stanescu, I; Barbieru, D","QUALITY AND EFFICIENCY IN E-LEARNING, VOL 2","2013","2013","","","","","","231","+","","","9th International Conference eLearning and Software for Education","APR 25-26, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"Experimentation of Proactive Computing in Context Aware Systems: Case Study of Human-Computer Interactions in e-Learning Environment","Denis, Shirnin; Sandro, Reis; Denis, Zampunieris","","","","2013 IEEE INTERNATIONAL MULTI-DISCIPLINARY CONFERENCE ON COGNITIVE METHODS IN SITUATION AWARENESS AND DECISION SUPPORT (COGSIMA)","2013","2013","","","","","","269","276","","","3rd IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support (CogSIMA)","FEB 25-28, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"SUPPORTING COLLABORATIVE LEARNING INSIDE COMMUNITIES OF PRACTICE THROUGH PROACTIVE COMPUTING","Dobrican, Remus; Zampunieris, Denis","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN13: 5TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2013","2013","","","","","","5824","5833","","","5th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"TOWARDS A VIRTUAL FRAMEWORK FOR BILINGUAL SELF-LEARNING IN SUBJETS RELATED TO ATMOSPHERIC PHYSICS FOR THE DEGREES IN PHYSICS AND ENVIRONMENTAL SCIENCES","Guerrero-Rascado, J. L.; Fernandez-Galvez, J.; Sanchez-Canete, E. P.; Fernandez, A.; Kowalski, A. S.; Foyo-Moreno, I.; Olmo, F. J.; Jeronimo, J. A.; Alados-Arboledas, L.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN13: 5TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2013","2013","","","","","","5234","5241","","","5th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"A Study on Moodle Virtual Cluster in Cloud Computing","Guo, Xin; Shi, Qing; Zhang, Danjue","","","","2013 SEVENTH INTERNATIONAL CONFERENCE ON INTERNET COMPUTING FOR ENGINEERING AND SCIENCE (ICICSE 2013)","2013","2013","","","","","","15","20","","10.1109/ICICSE.2013.11","7th International Conference on Internet Computing for Engineering and Science (ICICSE)","SEP 20-22, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"Multimedia-based enrichment for foreign language teaching","Hertsch, Max Florian","","","Arikan, A; Sarac, HS; Celik, S; Caner, M; Sert, O; Zorba, MG","AKDENIZ LANGUAGE STUDIES CONFERENCE","2013","2013","70","","","","","615","621","","10.1016/j.sbspro.2013.01.100","Akdeniz Language Studies Conference","MAY 09-12, 2012","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"DISPLAY TECHNOLOGIES AS A PART OF ELECTRONIC EDUCATION","Holes, Tomas; Stuchlikova, L'ubica","","","Hruby, M","DISTANCE LEARNING, SIMULATION AND COMMUNICATION 2013","2013","2013","","","","","","66","71","","","International Conference on Distance Learning, Simulation and Communication / CATE 2013","MAY 21-23, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"Project Based Human Computer Interaction Course: An Experiment of Online and Face-to-Face Learning Environment","Iscioglu, Ersun","","","","INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION","2013","2013","29","3","","","SI","660","665","","","","","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"DETERMINING FACTORS OF AFFECTING USE OF MOODLE BY USING TECHNOLOGY ACCEPTANCE MODEL: A TALE OF UNIVERSITY AFTER AN EARTHQUAKE","Kilic, Eylem","","","Tan, DTH; Fang, LML","2013 IEEE 63RD ANNUAL CONFERENCE INTERNATIONAL COUNCIL FOR EDUCATIONAL MEDIA (ICEM)","2013","2013","","","","","","","","","","IEEE 63rd Annual Conference on International Council for Educational Media (ICEM)","OCT 01-04, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"Implementation of Mutual Recognition and Voluntary Standardization via Sharing of Expertise in Education of Electrical Engineers","Kunicina, Nadezhda; Zabasta, Anatolijs; Chaiko, Yelena; Ribickis, Leonids","","","","2013 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON)","2013","2013","","","","","","466","471","","","IEEE Global Engineering Education Conference (EDUCON)","MAR 13-15, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"MOODLE PLATFORM: AN E-LEARNING EXPERIENCE TO ENHANCE TEACHING PROFESSIONAL COMPETENCES OF FUTURE KINDERGARTEN AND PRIMARY SCHOOL TEACHERS","Masari, Gianina-Ana","","","Roceanu, I; Beligan, D; Ciolan, L; Radu, C","QUALITY AND EFFICIENCY IN E-LEARNING, VOL 1","2013","2013","","","","","","167","172","","","9th International Conference eLearning and Software for Education","APR 25-26, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"Two New Moodle Modules for the Enhancement of a Problem-Based Learning Approach","Mateo-Sanz, Josep M.; Olive, Carme; Puigjaner, Dolors","","","","INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION","2013","2013","29","4","","","SI","891","903","","","","","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"MOODLEGATE: SECURING COMPUTER DRIVEN EXAM ENVIRONMENTS","Matos, Rodolfo; Barber, Jonathan","","","Chova, LG; Martinez, AL; Torres, IC","7TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2013)","2013","2013","","","","","","5175","5181","","","7th International Technology, Education and Development Conference (INTED)","MAR 04-06, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"UNIVERSITY STUDENTS LEARN MATHEMATICS WITH MOODLE","Medina-Moreno, Jesus; Garcia-Andrades, Juan","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN13: 5TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2013","2013","","","","","","2955","2963","","","5th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"Development of an educational e-material on remote sensing environmental applications: A Case Study for Schools","Nikitopoulou, Theodora; Retalis, Adrianos","","","Hadjimitsis, DG; Themistocleous, K; Michaelides, S; Papadavid, G","FIRST INTERNATIONAL CONFERENCE ON REMOTE SENSING AND GEOINFORMATION OF THE ENVIRONMENT (RSCY2013)","2013","2013","8795","","","","","","","879503","10.1117/12.2028125","1st International Conference on Remote Sensing and Geoinformation of the Environment (RSCy)","APR 08-10, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Using Moodle - An Open Source Leaning Management System in Australian Mining Engineering Education","Saydam, S.; Timms, W.; Raval, S.; Daly, C.","","","","PROCEEDINGS OF THE 2013 IEEE INTERNATIONAL CONFERENCE IN MOOC, INNOVATION AND TECHNOLOGY IN EDUCATION (MITE)","2013","2013","","","","","","386","389","","","IEEE International Conference on MOOC, Innovation and Technology in Education (MITE)","DEC 20-22, 2013","2","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"EFFECTS OF COMPUTER-BASED IMMEDIATE FEEDBACK ON FOREIGN LANGUAGE LISTENING COMPREHENSION AND TEST-ASSOCIATED ANXIETY","Lee, Shu-Ping; Su, Hui-Kai; Lee, Shin-Da","","","","PERCEPTUAL AND MOTOR SKILLS","JUN 2012","2012","114","3","","","","995","1006","","10.2466/28.11.21.PMS.114.3.995-1006","","","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"An Evolutionary Algorithm for Forming Mixed Groups of Learners in Web Based Collaborative Learning Environments","Abnar, Samira; Orooji, Fatemeh; Taghiyareh, Fattaneh","","","","2012 IEEE INTERNATIONAL CONFERENCE ON TECHNOLOGY ENHANCED EDUCATION (ICTEE 2012)","2012","2012","","","","","","","","","","IEEE International Conference on Technology Enhanced Education (ICTEE)","JAN 03-05, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"STUDENT RELATIONSHIP MANAGEMENT IN THE CLOUD","Bogdanovic, Zorica; Barac, Dusan; Labus, Aleksandra; Simic, Konstantin; Vulic, Marko","","","Chova, LG; Martinez, AL; Torres, IC","INTED2012: INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2012","2012","","","","","","1079","1088","","","6th International Conference of Technology, Education and Development (INTED)","MAR 05-07, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"Improving Collaborative Learning by Personalization in Virtual Learning Environments Using Agents and Competency-Based Ontology","Bremgartner, V.; de Magalhaes Netto, J. F.","","","","2012 FRONTIERS IN EDUCATION CONFERENCE (FIE)","2012","2012","","","","","","","","","","Frontiers in Education Conference (FIE)","OCT 03-06, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"THE E-SUPPORT IN THE REGULAR FORM OF STUDY IN THE CZECH UNIVERSITY OF LIFE SCIENCES PRAGUE","Domeova, Ludmila; Jindrova, Andrea; Vydrova, Hana Vostra","","","Kvasnicka, R","EFFICIENCY AND RESPONSIBILITY IN EDUCATION 2012","2012","2012","","","","","","73","+","","","9th International Conference on Efficiency and Responsibility in Education","JUN 07-08, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"IMPLEMENTING LAMS AS A VALID LEARNING AND ASSESSMENT TOOL TO DEVELOP ANALYTIC AND SYNTHETIC THINKING: A CASE STUDY IN CHEMISTRY","Garces, Andres; Sanchez-Barba, Luis F.; Honrado, Manuel","","","Chova, LG; Torres, IC; Martinez, AL","EDULEARN12: 4TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2012","2012","","","","","","4483","4489","","","4th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 02-04, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"A TEACHING EXPERIMENT ABOUT THE INFLUENCE OF USING PBL ON THE MATHEMATICAL COMPETENCE ON PROSPECTIVE TEACHERS OF EARLY CHILDHOOD EDUCATION","Gutierrez, G.; Berciano, A.","","","Castro, AE; DeLaFuente, AC; Piquet, JD; Martinez, MCP; Garcia, FJG; Canada, LO","INVESTIGACION EN EDUCACION MATEMATICA XVI","2012","2012","","","","","","353","362","","","16th Conference on Research in Mathematics Education","SEP 20-22, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"IMPROVED ASSIGNMENTS MANAGEMENT IN MOODLE ENVIRONMENT","Jelemenska, Katarina; Cicak, Pavel","","","Chova, LG; Martinez, AL; Torres, IC","INTED2012: INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE","2012","2012","","","","","","1809","1817","","","6th International Conference of Technology, Education and Development (INTED)","MAR 05-07, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"Implementation of LogicSim in LMS Moodle","Magdin, Martin; Capay, Martin; Halmes, Martin","","","Szakal, A","10TH IEEE INTERNATIONAL CONFERENCE ON EMERGING ELEARNING TECHNOLOGIES AND APPLICATIONS (ICETA 2012)","2012","2012","","","","","","57","59","","","10th IEEE International Conference on Emerging eLearning Technologies and Applications (ICETA)","NOV 08-09, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"New Module for Statistical Evaluation in LMS Moodle","Magdin, Martin; Capay, Martin","","","Beldhuis, H","PROCEEDINGS OF THE 11TH EUROPEAN CONFERENCE ON E-LEARNING","2012","2012","","","","","","304","310","","","11th European Conference on E-Learning (ECEL)","OCT 26-27, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"Adjusting Felder-Silverman learning styles model for application in adaptive e-learning","Mihailovic, Dorde; Despotovic-Zrakic, Marijana; Bogdanovic, Zorica; Barac, Dusan; Vujin, Vladimir","","","","PSIHOLOGIJA","2012","2012","45","1","","","","43","58","","10.2298/PSI1201043M","","","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"THE RECOMMENDATIONS FOR E-LEARNING TOWARDS INCREASING OF EFFECTIVENESS IN LMS MOODLE","Nevima, Jan","","","Kvasnicka, R","EFFICIENCY AND RESPONSIBILITY IN EDUCATION 2012","2012","2012","","","","","","425","433","","","9th International Conference on Efficiency and Responsibility in Education","JUN 07-08, 2012","2","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
